,Title,Content
102,Overburdened professors affect quality of education at Rudrapurâs SBS Degree College,"Rudrapur: Shaheed Bhagat Singh (SBS) Degree College in  Rudrapur  is grappling with a severe shortage of teaching staff, impacting the quality of higher education. With over 8,000 students enrolled, the college has only 52 sanctioned posts for professors, leaving each professor responsible for more than 160 studentsâdouble the   (UGC) standard of one professor for 80 students. The situation is particularly dire in the science departments, where the outdated UGC norm of one professor for every 60 students has become unsustainable. Many education experts now suggest updating the standard to one professor per 50 students to better reflect current needs. ""This puts an immense strain on both professors and students,"" said Principal Sarvjit Singh. ""Our faculty members are forced to conduct both morning and afternoon classes, leaving little room for personalised attention."" Out of the 52 sanctioned posts, 40 are filled by regular faculty, while 12 are covered by contractual staff. However, with three positions currently vacant, only 49 professors are left to handle the overwhelming student body. Singh said that despite repeated requests to the university administration, no action has been taken to address the staffing crisis. Lavneet Singh, an undergraduate student, expressed frustration over the impact on education quality. ""The large class sizes make it difficult for professors to effectively manage their workload across two shifts, diminishing the overall learning experience. Both students and teachers are being let down by an outdated system that fails to meet modern educational demands,"" he said."
103,Five Popular Schools in Navi Mumbai That Offer Quality Education,"Navi Mumbai is a vibrant and rapidly developing city known for its educational institutions that cater to a diverse student population. With a strong focus on academic excellence and holistic development, schools in this region provide students with numerous opportunities to excel both inside and outside the classroom. Parents seeking quality education for their children often find themselves exploring the rich variety of schools available in the area. This article highlights five popular schools in Navi Mumbai that stand out for their commitment to providing quality education. Each school offers unique features, including modern teaching methodologies, excellent facilities, and a strong emphasis on extracurricular activities. Hereâs a closer look at these prestigious institutions. Delhi Public School (DPS) Nerul, established in 1999, is a highly regarded day school in Navi Mumbai. The school offers classes from Pre-Nursery to Class 12 and follows the Central Board of Secondary Education (CBSE) curriculum. With a monthly fee of Rs 6,685 for Pre-Nursery, the total fee for first-year new admissions is approximately Rs 81,220. The student-faculty ratio at DPS Nerul is an impressive 19:1, ensuring that each student receives adequate attention and support. DPS Nerul is renowned for its innovative teaching methods and commitment to academic excellence. With a focus on creating a supportive and engaging environment, the school offers a well-rounded education that encourages students to explore their interests and develop essential skills. The faculty is dedicated to fostering an atmosphere of learning where students can thrive academically and personally. Located in Kopar Khairane, The Reliance Foundation School was founded in 2014 and operates as a day boarding institution. The school offers classes from Lower Kindergarten (LKG) to Class 12, adhering to the CBSE board. The monthly fees amount to Rs 6,402, with a total fee of around Rs 99,302 for first-year admissions. With a student-faculty ratio of 17:1, the school emphasises individual attention, allowing students to thrive academically and socially. Established by the Reliance Foundation, this school focuses on providing a well-rounded education that nurtures future leaders. The curriculum emphasizes character building alongside academic performance, ensuring that students are equipped with the skills necessary to succeed in today's competitive world. Extracurricular activities play a crucial role in student development, allowing them to explore their interests outside academics. Founded in 2000, Bal Bharati Public School in Kharghar is a well-respected day school that caters to students from Nursery to Class 12. The institution is affiliated with the CBSE board and charges Rs 7,671 for Nursery as monthly fees. For new admissions, the total fee for the first year is Rs 1,15,552. With a student-faculty ratio of 26:1, the school ensures a conducive learning environment that nurtures academic excellence and personal growth. Bal Bharati Public School is known for its robust academic curriculum and extensive co-curricular programmes. The school encourages students to participate in sports, arts, and community service, fostering well-rounded development. With a focus on moral values and social responsibility, Bal Bharati prepares students to become responsible citizens who contribute positively to society. Apeejay School, established in 1986 in Nerul, is a prominent day school offering classes from Nursery to Class 12. The school follows the CBSE curriculum and charges Rs 6,270 for Class 1 as monthly fees, with a total fee of Rs 1,13,825 for the first year of new admissions. The student-faculty ratio at Apeejay is 35:1, fostering a strong sense of community and providing ample opportunities for student engagement and participation. Apeejay School is reputed for its academic rigor and commitment to values and discipline. The school's focus on creativity, critical thinking, and leadership skills prepares students for the challenges of the future. Additionally, a variety of extracurricular activities are offered, allowing students to discover their passions and talents outside the classroom. Founded in 1997 and located in Vashi, Avalon Heights International School is an esteemed day school offering classes from Upper Kindergarten (UKG) to Class 10. The school is affiliated with the Indian Certificate of Secondary Education (ICSE) board and maintains a student-faculty ratio of 10:1. While specific details about monthly fees and total first-year admissions costs are not provided, Avalon Heights is known for its commitment to providing quality education and nurturing a supportive learning environment. Avalon Heights International School focuses on providing a global perspective in education through its innovative curriculum and student-centric approach. The school fosters an environment of creativity and exploration, allowing students to develop critical thinking skills while engaging in various enrichment programmes. The experienced faculty ensures that each student's learning experience is both enjoyable and productive."
104,8 popular schools in Santacruz area of Mumbai one can consider for quality education,"Santacruz, located in the vibrant city of Mumbai, is divided into Santacruz East and Santacruz West, each having its own distinctive characteristics. Santacruz West is known for its upscale residential neighbourhoods, shopping areas, and proximity to Juhu Beach. It also houses several corporate offices and is a hub for premium real estate. On the other hand, Santacruz East is more commercial and industrial, with areas like Kalina hosting educational institutions, government offices, and business parks. Both parts of Santacruz offer a diverse range of schools that cater to the growing demand for quality education in Mumbai. In Mumbai, education is a top priority for families, with many travelling long distances to enrol their children in reputable schools. Parents often seek institutions with strong academic performance, excellent facilities, and extracurricular activities that ensure holistic development. Santacruz is home to several well-known schools, offering a range of curriculums/affiliations. Below is a list of eight popular schools in Santacruz that parents can consider for quality education in Mumbai. Located in Kalina, Santacruz East, Mary Immaculate Girls' High School is known for its inclusive environment and strong academic foundations. The school offers classes from Junior KG to Class 10 and is affiliated with the State Board. The student-teacher ratio is 66:1, which reflects the large classroom sizes that many state board schools manage. The school emphasises value-based education, focusing on the moral and ethical development of its students. St Anthony High School, situated in Vakola, Santacruz East, provides education from Junior KG to Class 10. It is also affiliated with the State Board and is known for its focus on discipline and academic excellence. The school maintains a student-teacher ratio of 40:1, which is fairly typical for schools in Mumbai. St Anthony's has a strong reputation in the Vakola area for its well-rounded approach to education, fostering both academics and extracurricular activities. Another prominent institution in Vakola, Santacruz East, is St Charles High School. Offering education from Junior KG to Class 10, this State Board-affiliated school aims to provide quality education to a diverse student body. The schoolâs student-teacher ratio stands at 52:1. St Charles is known for its dedication to academic success and its efforts to foster a supportive environment for students from all backgrounds. Located in Santacruz West, Malti Jayant Dalal School offers classes from Nursery to Class 10 and is affiliated with the State Board. With an affordable fee structure starting from â¹2.1K for nursery classes, the school is an excellent option for parents seeking value-oriented education in the western part of Santacruz. The school focuses on both academic rigour and extracurricular activities to ensure a balanced education for its students. St Maryâs High School & Junior College, situated in Kalina, Santacruz East, offers education from LKG to Class 12 under the State Board curriculum. Known for its tradition of academic excellence, the school has a student-teacher ratio of 50:1. With a focus on preparing students for higher education, the junior college offers various streams, helping students to transition seamlessly from school to college life. In Santacruz West, St Teresa Convent School is a popular choice for parents looking for a nurturing environment for their children. The school offers classes from LKG to Class 10 and follows the State Board curriculum. St Teresa's has a monthly fee starting at â¹3.2K for LKG, making it an affordable option for parents who want a school that combines academic excellence with strong moral values. Arya Vidya Mandir, located in Santacruz West, is an ICSE-affiliated school that offers classes from Nursery to Class 10. With a student-teacher ratio of 20:1, the school ensures personalised attention for each student. Known for its focus on both academics and co-curricular activities, Arya Vidya Mandir has built a strong reputation for producing well-rounded students who excel in various fields. Podar International School, also situated in Santacruz West, is one of the leading IB schools in Mumbai. The school offers classes from Nursery to Class 12, with fees starting at â¹33.9K per month for Class 1. The student-teacher ratio is 12:1, reflecting the schoolâs commitment to providing individual attention to students. Podar International School is well-known for its modern facilities, global curriculum, and emphasis on developing critical thinking and leadership skills."
105,5 Popular schools in Fort area of Mumbai for quality education,"The Fort area of Mumbai is home to some of the most prestigious schools, providing excellent academic and co-curricular opportunities. As per the information, the application period for admission to Mumbai schools generally falls between November 15 and December 15, with the first list of shortlisted candidates released in the second week of January (tentatively). Parents can submit queries during the third week of January, and the admission process typically concludes by mid-February. Classes begin on April 1, ensuring a seamless transition for students into their academic year. Today, we have curated a list of five popular schools in the Fort area of Mumbai that offer unique educational experiences and opportunities for students. Established in 1869, St. Xavierâs High School is a coeducational institution affiliated with the state board. It offers classes from Junior KG to Class 10 and has a student-teacher ratio of 33:1. Founded in 1981, Bai Kabibai English School and Junior College is a coeducational school affiliated with the state board. It provides classes from Nursery to Class 12 and has a student-teacher ratio of 23:1. Established in 2014, The Aditya Birla Integrated School is affiliated with the International General Certificate of Secondary Education (IGCSE). It offers classes from UKG to Class 12 and maintains a student-teacher ratio of 10:1. Founded in 1891, Bharda New High School and Junior College is a coeducational institution affiliated with the state board. It provides classes from Nursery to Class 12, with a student-teacher ratio of 20:1. Established in 1860, The Cathedral and John Connon School is affiliated with the Indian Certificate of Secondary Education (ICSE). It is a coeducational school offering classes from Nursery to Class 12, with a student-teacher ratio of 10:1."
106,Top 5 Government/Defence schools in Delhi NCR to consider for quality education,"The Cfore School Survey 2024 has revealed the rankings of India's top schools across 16 diverse categories, spotlighting institutions that excel in both academic and holistic development. Cfore, a leading market research firm specializing in education, conducted an extensive evaluation based on key criteria such as Teacher Competence and Engagement, Pedagogy and Curriculum Relevance, Leadership and Governance, among others. Schools were also assessed on infrastructure, academic rigor, and social inclusivity, offering a comprehensive view of their educational standards. Today, we will focus on the top 5 Government/Defence Day Schools in Delhi NCR that provide quality education and holistic development opportunities. Out of the 14 criteria used to evaluate the schools, we will focus on 7 key aspects. Letâs examine how these schools have performed in the areas of Teacher Competence & Relationship, Pedagogy, Teacher Care and Growth Environment, Personalized Education, Co-curricular Activities, Sports, and Infrastructure and Facilities. Army Public School, Dhaulakuan, demonstrates strong performance in Teacher Competence & Relationship with a score of 128 out of 150, indicating effective teaching practices. However, it shows room for improvement in Personalized Education (67) and Infrastructure & Facilities (65). The school excels in Co-curricular Activities (75) and Sports (88), contributing positively to overall student development. Army Public School, Delhi Cantt, scores well in Teacher Competence & Relationship (127), reflecting effective instructional quality. While the school performs adequately in Pedagogy & Relevant Curriculum (114) and Teacher Care (81), it shows areas for improvement in Personalized Education (65) and Infrastructure & Facilities (66). Its Sports (86) and Co-curricular Activities (73) scores highlight a commitment to well-rounded student development. Air Force Golden Jubilee Institute achieves solid scores, notably in Teacher Competence & Relationship (126) and Pedagogy & Relevant Curriculum (116), indicating effective teaching practices. However, it has potential for improvement in Personalized Education (66) and Infrastructure & Facilities (64). While it excels in Sports (85), the lower score in Co-curricular Activities (65) suggests a need for enhanced holistic development opportunities. Air Force Bal Bharati School demonstrates strong performance in Teacher Competence & Relationship (125) and Pedagogy & Relevant Curriculum (122), reflecting effective instructional methods. However, there is room for growth in areas like Personalized Education (68) and Infrastructure & Facilities (63). While Co-curricular Activities (68) and Sports (78) scores are decent, enhancing these aspects could further support holistic student development. The Air Force School, Subroto Park, showcases solid scores in Teacher Competence & Relationship (123) and Pedagogy & Relevant Curriculum (115), indicating effective teaching practices. However, the scores for Personalized Education (63) and Infrastructure & Facilities (64) suggest areas for improvement. While the school performs reasonably well in Co-curricular Activities (68) and Sports (78), enhancing these elements could further enrich student experiences. Army Public School, Noida, demonstrates strong scores in Teacher Competence & Relationship (118) and Pedagogy & Relevant Curriculum (116), reflecting effective teaching methods. However, the lower score in Teacher Care and Growth Environment (68) indicates a need for improvement in fostering a supportive atmosphere. While Co-curricular Activities (71) and Sports (70) show promise, enhancing Personalized Education (67) and Infrastructure (74) could further benefit students. The survey, conducted from March to July 2024 across 92 cities, involved 41,257 participants, including parents, teachers, principals, educationists, and students from grades 10 to 12. This comprehensive approach ensured a detailed analysis of schools' performance across various parameters. Ready to lead with AI? Enroll now with GrowFast to transform your business strategy. Click  !"
107,5 popular schools in Gurgaon worth considering for quality education,"Gurgaon, known for its modern infrastructure and thriving residential communities, is home to a variety of esteemed schools that cater to families seeking quality education for their children. The admission cycle for schools in Gurgaon typically begins in mid-November, with applications closing by mid-December. Parents can expect the first list of selected candidates to be published by mid-January, with the admission process generally concluding by mid-February. This timeline offers families ample opportunity to explore diverse educational options in the area, ensuring that students can attend institutions that emphasize academic excellence and holistic development. We have curated a list of prominent schools in Gurgaon, along with details regarding their fee structures, teacher-student ratios, and other relevant information. Delhi Public School is a private co-educational institution affiliated with the CBSE board, located in an urban area. The school operates as both a day school and a day boarding school, catering to students from Pre-Nursery to Class 7. With a student-teacher ratio of 16:1, the school aims to provide personalized attention to students from Pre-Nursery to Class 7. The approximate monthly fee is around 18,000 to 20,000. This school has numerous branches in Delhi/NCR.  Shiv Nadar School, established in 2012, is a private co-educational institution affiliated with the CBSE board, located on a 6.2-acre urban campus. The school operates as a day school and offers classes from Nursery through Class 12. With a student-faculty ratio of 9:1, it aims to foster individualized attention for its students. The monthly fee for attending Shiv Nadar School is approximately INR 20 to 21 thousand. This school operates multiple branches throughout Delhi/NCR. Mount Olympus School, a private co-educational institution affiliated with the CBSE board, was established in 2017 and occupies a 2-acre urban campus. The school functions as both a day school and a day-boarding school, offering classes from Pre-Nursery to Class 12. With a student-teacher ratio of 15:1, the monthly fee for enrollment is approximately in the range of 9 to 10 thousand positioning it as an accessible option within the private education sector. The school, established in 2013, is a private co-educational institution affiliated with the CBSE board, situated on a 5-acre urban campus. It operates as both a day school and a day-boarding school, providing educational opportunities from Pre-Nursery to Class 12. With a student-teacher ratio of 12:1, the monthly fee spans from INR 10 to 11 thousand. This school operates multiple branches throughout Delhi/NCR. Alpine Convent School, established in 1996, is a private co-educational institution affiliated with the CBSE board, located in an urban area. The school offers classes from Pre-Montessori to Class 12 and has a student-teacher ratio of 10:1. The monthly fee structure is approximately in the range of 8 to 9 thousand. Hereâs an overview of the key details about the schools. Candidates are encouraged to check the official website for comprehensive information."
108,Set up more central institutes in T: ISU,"Hyderabad: To ensure that  quality education  is accessible to students from economically backward families, members of the India Students Union (ISU) have urged the govt to set up more  central institutes  in the state. They said Telangana needs institutions like the  Indian Institutes of Handloom Technology  (IIHT), Indian Institute of Science Education and Research (IISER), National Institute of Food Technology Entrepreneurship and Management (NIFTEM) and Indian Institute of Petroleum and Energy (IIPE), among others. ""If the central govt cannot establish these institutes here, at least their campuses should be set up here. Fifty per cent of the seats in these institutions should be reserved for students from the state (local), especially to provide opportunities to SC, ST, BC and economically backward students,"" said Papani Nagaraju, president of the association. The association recently submitted a representation to a BRS and a Congress MP.  ""Providing quality scientific and technical education to students will lead to the development of the state and the country,"" said P Venkatesh Goud of the association. "
109,8 popular schools in Bandra one can consider for quality education in Mumbai," Bandra, a suburb located in the heart of Mumbai, is known for its vibrant culture, colonial charm, and thriving real estate. Divided into Bandra East and Bandra West, it offers a unique blend of heritage and modernity. Bandra West is renowned for its upmarket residences, eateries, and the famous Bandstand Promenade. In contrast, Bandra East is evolving as a corporate hub with the Bandra-Kurla Complex (BKC), housing leading business establishments and high-end schools. Mumbai, as a city, has always emphasized quality education. Many parents travel long distances across the city to ensure their children are enrolled in the best schools, with Bandra being a preferred location for some of Mumbai's top institutions. Below are some of the popular schools in Bandra, popular for their excellence in education: Located in Bandra East, is one of the premier educational institutions in Mumbai, offering classes from LKG to Class 12. The school is affiliated with the ICSE board and is known for its academic excellence and emphasis on holistic development. With a student-teacher ratio of 7:1, the school ensures individual attention to each student, fostering a learning environment that encourages both academic and extracurricular growth. The medium of instruction here is English, and the schoolâs location in the Bandra Kurla Complex makes it a hub for both local and international students, further enhancing its diversity and global outlook. In Bandra East, American School of Bombay stands out as an elite institution that follows the International Baccalaureate (IB) curriculum. Catering to students from Nursery to Class 12, this school focuses on delivering a well-rounded education with an emphasis on global perspectives. The schoolâs low student-teacher ratio of 5:1 ensures personalized attention and tailored learning experiences, allowing students to explore their academic potential while engaging in various co-curricular activities. The medium of instruction is English, and the school's state-of-the-art infrastructure supports its innovative teaching methods. Another well-regarded institution in Bandra Kurla Complex, Ascend International School, offers an IB curriculum designed to promote critical thinking and creativity. The school caters to students from Nursery to Class 12, and while its student-teacher ratio is higher at 42:1, Ascend is known for its broad educational framework that combines academic excellence with extracurricular opportunities. The medium of instruction is English, and the school's progressive approach to learning is a major draw for parents seeking a more modern educational environment for their children. Located in Bandra West, offers a comprehensive education from Playgroup to Class 12, following the Cambridge curriculum. The school is well-regarded for providing a balanced approach to academics and extracurricular activities, making it an attractive option for parents who want their children to have a globally recognized education. The medium of instruction is English, and with monthly fees of â¹22.5K for Class 12, the school ensures quality education with a focus on preparing students for both Indian and international higher education institutions. For families looking for an affordable yet quality educational option in Bandra East, Indian Education Society's Junior College offers classes from Class 11 to Class 12 under the State Board curriculum. With monthly fees as low as â¹2.6K for Class 12, the school is one of the most economical choices in the area. Known for its strong focus on commerce and science streams, the school provides quality education while maintaining a robust connection with traditional academic values. The medium of instruction is both English and Marathi, making it accessible to a wide demographic of students. Situated in Bandra West, offers education from Junior KG to Class 10, following the State Board curriculum. The school is well known for its strong moral values and academic rigor, making it a popular choice among parents who seek a nurturing environment for their children. With English as the medium of instruction, the school aims to provide a well-rounded education that emphasizes discipline, character building, and academic success. Also known as St Aloysius High School, it offers classes from Junior KG to Class 10, following the State Board curriculum. This school has built a strong reputation for providing quality education with a focus on not just academics but also co-curricular activities such as sports and cultural engagement. The medium of instruction is English, and the school is highly regarded in the Bandra community for its emphasis on holistic development and ethical values. One of Bandraâs oldest and most prestigious institutions, provides education from LKG to Class 10, adhering to the State Board curriculum. With a student-teacher ratio of 40:1, the school still manages to maintain its reputation for delivering a comprehensive education that balances academics with a strong focus on sportsmanship and community involvement. The medium of instruction is English, and St Stanislaus has a long history of producing well-rounded, disciplined students who excel both in and out of the classroom."
110,Round table discussions on women's health in Indian healthcare held in Hyderabad,"HYDERABAD: The role of men as champions for  gender balance , prioritising health for  women in healthcare , representation, and  equal pay  for women in the workplace were the key points that emerged at the round table held in the city ahead of the Healthcare She-E-O: Women at the Helm event. The round table aimed to ensure that women are equipped with the skills, training, and support necessary to advance their careers. The round table, organised by the  Healthcare Businesswomenâs Association , brought together thought leaders from  Novartis , Eli Lilly, ZS Associates, Sanofi, Syneos Health, MSD, and Pfizer. They deliberated on how they could galvanise a sustainable growth chart for this cause. Experts pointed out that India plays a vital role in HBA's global strategy, offering unique opportunities for women to lead in the  healthcare industry . ""The healthcare landscape in India is rapidly evolving, and we are proud to provide a platform that empowers women to lead the charge and motivates more men to join as allies. Our goal is to equip women and allies with the knowledge, confidence, and connections necessary to transform the industry,"" said Dr Deepa Desai,  HBA  India Chair. ""By convening this roundtable with global leaders and the HBA India Leadership Summit tomorrow, we are helping ensure that women here are equipped with the skills, training, and support necessary to advance their careers. Given Indiaâs global importance, having an impact here will resonate powerfully around the world. The HBA is committed to ensuring Indian women's contributions are celebrated, and their leadership potential is fully realised, helping shape the future of healthcare globally,"" added Mary Stutts, CEO of HBA. Speaking about HBAâs foray into India, Anjali Rao, Country People and Organisation Head,  Novartis India , said, âOur unwavering commitment to the advancement of women at Novartis reflects not only in the 70% women in leadership in India and the growing 38% women in our overall workforce. However, Diversity, Equity, and Inclusion go beyond representation, and we are cognisant that as an industry we have a long way to go. This partnership symbolises how we are collectively galvanising this cause towards truly bringing in transformative and sustained change and creating women leaders for life."""
111,Women get training in welding,"Mangaluru : The Rani Chennamma  Women Welder Training  Programme, a 45-day initiative launched at NMAM Institute of Technology (NMAMIT), is breaking barriers by empowering women in the traditionally male-dominated field of welding. The free training programme is designed exclusively to enhance women's skills, providing new opportunities in the industry. Named after the legendary warrior queen, the initiative marks a significant step towards building a skilled female workforce.  Praj GenX  Limited, Padubidri, a subsidiary of Praj Industries Limited, dealing with the energy transition and climate action sector, initiated this training for their newly appointed women's workforce, âRani Chennamma.' The programme was inaugurated on Thursday at the NMAMIT-Fronius Centre for Welding Technology. The programme, specifically designed for 25 newly recruited women welders from Praj GenX, is probably a first-of-its kind initiative in Mangaluru and Karnataka, said Vijesh V, associate professor at NMAMIT's department of mechanical engineering.  ""Praj GenX conceptualized the idea of hiring women welders and selected the participants as interns. Upon completing the training, all participants will be hired by Praj GenX,"" said Vijesh, and stressed the growing opportunities for women welders in the modern industry. Prajwal Shetty, senior manager, admin and liasoning at Praj GenX, said that women welders can bring fresh perspectives and break gender barriers, revolutionizing the skilled workforce. Abbay Pai, regional manager of Fronius India Private Limited, said, ""This kind of initiative will lead to significant societal transformation, paving the way for greater  gender equality  in skilled labour sectors."" Niranjan N Chiplunkar, principal, NMAMIT, said that the initiative promotes gender diversity and skill development in technical fields."
112,Kriti Sanon advocates gender equality at the UNFPA event in Delhi,"Championing the cause of   and  gender equality  was   who joined the 50th anniversary celebration of  UNFPA  (United Nations Fund for Population Activities) India on Monday. The actress was appreciated for her role in Mimi, for which she also won the  , and while addressing the gathering, Natalia Kanem, Executive Director, UNFPA, said, âIt is a pleasure to have Kriti Sanon with us today as we celebrate 50 years of UNFPA India. Kriti, your voice and work make such a difference in advancing the issues that are important to women and young people. Kriti chooses roles that reflect strong female characters. One example of that is  Mimi  and through that film she brings attention to the emotional and complex journey of surrogate motherhood focussing on choices around surrogacy. It is a story that we really donât heart enough about - womenâs reproductive health, life-changing and challenging decisions that women make each and every day. This movie gets people thinking. It also increases understanding about important issues and Kriti does it with such skill and grace, winning the National Award. Kriti continues to be an inspiring role model, especially for that young girl that UNFPA always keeps in mind, she is helping them dream big. She has shown them that with courage and conviction we can indeed break barriers and redefine norms. We look forward to your incredible impact as you advocate and hone your craft.â Kriti shared, âI almost got emotional hearing so much about myself. But today is not about me, it is about UNFPA and the amazing work that they have done in India. I am really happy to be here and I hope to be a small part of this big change that you are bringing about.â The actress also attended a panel discussion on gender equality and women empowerment."
113,Chhathi Maiyya Ki Bitiya actress Sara Khan on opportunities for women in the industry: I donât believe in this woman-and-man card,"Actress   needs no introduction, having been part of the  Indian entertainment industry  for over a decade. She first gained prominence from her show Sapna Babul Ka...Bidaai is on Indian television and is currently captivating viewers with her complex portrayal of  Goddess Kritikayein , a grey character embodying six distinct avatars, in  Chhathi Maiyya Ki Bitiya . The talented actress recently opened up about the challenges and opportunities for women in the Indian entertainment industry, as well as the depiction of  women's roles  on and off screen. Talking about these challenges and opportunities, Sara shared, ""I donât believe in this woman-and-man card. I don't like limiting myself to being defined by gender. Everyone can do anything in life, whether it's work or taking care of the home. Both women and men are powerful beings, and it's all about how you work toward your goals."" Regarding the depiction of women's roles in the industry, Sara expressed, ""Every story requires a different kind of role and character. If a character is one that a person can evolve with and relate to from their personal life, then it works. If it doesnât, then it doesnât."" In Chhathi Maiyya Ki Bitiya, Sara portrays six avatars of Goddess Kritikayein, with the show heavily relying on  VFX  and magical elements. Speaking about the experience, she shared, âThe magical scenes you see in the show are hilarious to shoot because we have to imagine everything while filming. Most of the time, we end up bursting into laughter.â She also revealed the best compliment she has received for her character, ""During the promo shoot, my director told me that I looked too angelic to be the devil in the show and that I looked really good in this avatar."" Chhathi Maiyya Ki Bitiya is a touching  family drama  about Vaishnavi (Brinda Dahal), an orphan who sees Chhathi Maiyya (Devoleena Bhattacharjee) as her mother. The show depicts the triumph of good over evil, emphasizing faith and devotion to Chhathi Maiyyaâs protective guidance. Starring  , Sara Khan, Jaya Bhattacharya,  Brinda Dahal , and Aashish Dixit, it airs on Monday to Saturday at 7 PM."
114,These women take apart those big yellow machines,"The big yellow machines such as cement mixers used in the construction industry have traditionally been the preserve of men. But last month  Schwing Stetter India , which makes them, turned things on their head. The company launched its first-ever allwomen service centre at  Poonamallee , Chennai, staffed by 17 skilled technicians (all aged between 20 and 25). Itâs an attempt to do in sales and service what it has already kicked off in manufacturing â bring in  gender equality  across its operations, including in blue-collar jobs.  âWe envision having 50% women in our workforce across all divisions by 2047,â says V G Sakthikumar, CMD, Schwing Stetter India. âInspiring the next generation of women engineers and technicians is pivotal to shaping Indiaâs infrastructure landscape, and we want to lead the way,â he adds.  At the new service centre, the all-women team will service and overhaul a range of concrete pumps and mixers. Their responsibilities will include everything from troubleshooting component malfunctions and carrying out preventive maintenance to providing comprehensive machine servicing. Since the inauguration of the service centre, three machines have been serviced, including two seven-cubic-metre transit mixers and one stationary pump.  âThe requirements for the machines have been gearbox and hydraulic system related,â said a member of the Poonamallee team. The work includes taking out workable parts from old machines and re-incorporating them into a new one as part of the refurbishment process.  âThe  all-women service centre  is a testament to our belief in the capabilities of women in manufacturing and infrastructure sectors,â says Sakthikumar. âWe wanted to show that a  construction equipment  company can have part of its operations run entirely by women,â he adds.  The company has also been steadily increasing the number of women in its factory floor operations. âOur new plant at Sipcot Cheyyar started operations in 2021, and already women make up 28% of our factory assembly line,â he says. Of them, 70% are from Tamil Nadu, while the rest are from Kerala, Jharkhand, Odisha, and West Bengal.  Currently, welding, assembly line, quality, service, and spares divisions have all become gender neutral. The company also invites top engineering institutions such as VIT, SRM, and Anna University to offer engineering courses and degree certification on its premises, allowing a section of the women workforce to become fullfledged engineers as well.  âThe factory experience with the women workforce has been very good, with one woman employee winning the national award for welding as well,â says Sakthikumar. âWhat we started in production three years ago, we are now expanding to sales and service as well,â he adds.  Will Schwing Stetter have more all-women service centres? The company aims to open similar facilities across India, and the numbers will depend upon customer feedback. âIf the customer experience is good, we will take this concept forward very quickly,â says Sakthikumar.  Like the factory workers â who have a womenâs hostel nearby and company buses for commute â the service centre is also incorporating a women-friendly work environment, from sanitary pad vending machines to the centre itself being conveniently located next to the Tuticorin bypass.  The company provides transportation and other support services, including on-site medical assistance. In the typically macho world of the big yellow machines, the women of Poonamallee are pioneers of sorts."
115,"1 year on, BHU suspends 13 who stood against gangrape on campus","VARANASI: Nearly a year after an  IIT-BHU  student was allegedly gang-raped on the campus, 13 students of the university have been suspended for 15 to 30 days for ""indiscipline"" and ""disruption of the academic environment"" during a protest over the incident last year. BHU spokesperson  Rajesh Singh  said the action was taken on the recommendation of the university's probe committee. The suspension order was issued on Sep 26. Those suspended include members of various student organisations. Protesting the suspensions, a group of students submitted a memorandum to BHU administration on Thursday, demanding immediate revocation of the order. They warned of a protest if the suspensions were not revoked. Terming the university's action ""a vile attempt to intimidate students"", a suspended student said ""we will continue to be vocal on issues of  women's safety  and  gender equality "". Meanwhile, a group of Congress-backed NSUI members claimed they went to the parliamentary office of PM Narendra Modi in Varanasi to submit a memorandum in protest against the suspensions, but the administration refused to accept it. ""We were stopped under govt pressure and the memorandum was not accepted. In protest, we tore the memorandum in front of the administration, and announced that we would be compelled to stage a bigger protest,"" said NSUI's eastern UP president, Rishabh Pandey. Congress, too, condemned the university's move. City Congress president Raghvendra Chaubey alleged that the accused in the gang rape case, out on bail, openly campaigned in the Madhya Pradesh assembly elections for two months, while students protesting against the criminals had been suspended.  The survivor had alleged that she had gone out of her hostel with a friend on the night of Nov 1, when three men came on a motorcycle, forcibly took her to a corner and gagged her after separating from her friend. The accused then allegedly stripped her, made a video of her and clicked photos.Three accused - Kunal Pandey, Abhishek Chauhan and Saksham Patel - were arrested in the case."
